date,valeur
2026-06-18,132.1094
2026-06-19,132.1488
2026-06-22,132.6252
2026-06-23,131.1238
2026-06-24,131.1259
2026-06-25,131.5249
2026-06-26,131.0663
2026-06-29,131.0285
2026-06-30,132.083
2026-07-01,131.7247
2026-07-02,131.3408
2026-07-03,131.9312
2026-07-06,132.0441
2026-07-07,130.8772
2026-07-08,130.3406
2026-07-09,131.5856
2026-07-10,131.6521
2026-07-13,131.1952
2026-07-14,131.4232
2026-07-15,130.947
2026-07-16,130.5827
2026-07-17,129.7616
2026-07-20,130.048
2026-07-21,130.9069
2026-07-22,131.1945
2026-07-23,130.1898
2026-07-24,130.4694
2026-07-27,129.8727
2026-07-28,129.8013
2026-07-29,128.8221
2026-07-30,129.6585
2026-07-31,129.9732
2026-08-03,130.4828
2026-08-04,131.9489
2026-08-05,132.1204
2026-08-06,132.023
2026-08-07,132.3091
2026-08-10,132.1714
2026-08-11,132.2733
2026-08-12,132.8089
2026-08-13,133.2317
2026-08-14,132.9817
2026-08-17,133.3008
2026-08-18,132.0034
2026-08-19,131.9161
2026-08-20,131.6088
2026-08-21,131.9426
2026-08-24,131.5635
2026-08-25,131.8083
2026-08-26,131.9124
2026-08-27,131.9002
2026-08-28,132.2312
2026-08-31,131.8861
2026-09-01,131.8051
2026-09-02,131.8538
2026-09-03,132.3737
2026-09-04,132.3315
2026-09-07,132.3594
2026-09-08,132.3194
2026-09-09,131.8425
2026-09-10,131.5577
2026-09-11,132.084
2026-09-14,131.6695
2026-09-15,131.4095
2026-09-16,131.6974
2026-09-17,132.0847
2026-09-18,131.6611
